from,to,type,weight@double
2291,2382,LINK,0.66
2291,2387,LINK,0.92
2291,2396,LINK,0.48
2291,2405,LINK,0.99
2291,2408,LINK,0.76
2291,2409,LINK,0.58
2291,2410,LINK,0.54
2291,2411,LINK,0.11
2291,2415,LINK,0.06
2291,2419,LINK,0.61
2291,2424,LINK,0.3
2291,2429,LINK,0.24
2291,2431,LINK,0.71
2291,2434,LINK,0.96
2291,2447,LINK,0.76
2291,2461,LINK,0.06
2291,2465,LINK,0.75
2291,2469,LINK,0.62
2291,2470,LINK,0.87
2291,2483,LINK,0.24
2291,2485,LINK,0.77
2291,2486,LINK,0.15
2291,2493,LINK,0.02
2291,2496,LINK,0.2
2291,2501,LINK,0.77
2291,2505,LINK,0.84
2291,2507,LINK,0.49
2291,2508,LINK,0.12
2291,2521,LINK,0.15
2291,2527,LINK,0.42
2291,2533,LINK,0.7
2291,2540,LINK,0.31
2291,2543,LINK,0.52
2291,2544,LINK,0.62
2291,2547,LINK,0.99
2291,2550,LINK,0.22
2291,2551,LINK,0.49
2291,2554,LINK,0.87
2291,2557,LINK,0.31
2291,2560,LINK,0.86
2291,2561,LINK,0.64
2291,2562,LINK,0.05
2291,2565,LINK,0.95
2291,2574,LINK,0.06
2291,2575,LINK,0.4
2291,2579,LINK,0.34
2291,2580,LINK,0.26
2291,2587,LINK,0.13
2291,2591,LINK,0.31
2291,2594,LINK,0.75
2291,2601,LINK,0.81
2291,2602,LINK,0.29
2291,2603,LINK,0.22
2291,2605,LINK,0.22
2291,2607,LINK,0.02
2291,2608,LINK,0.85
2291,2612,LINK,0.45
2291,2616,LINK,0.66
2291,2620,LINK,0.85
2291,2624,LINK,0.2
2291,2625,LINK,0.29
2291,2626,LINK,0.87
2291,2631,LINK,0.77
2291,2632,LINK,0.14
2291,2639,LINK,0.4
2291,2647,LINK,0.56
2291,2655,LINK,0.2
2291,2656,LINK,0.74
2292,2319,LINK,0.69
2292,2346,LINK,0.53
2292,2407,LINK,0.63
2292,2454,LINK,0.55
2292,2625,LINK,0.83
2293,2294,LINK,0.36
2293,2295,LINK,0.32
2293,2303,LINK,0.94
2293,2316,LINK,0.2
2293,2320,LINK,0.81
2293,2329,LINK,0.18
2293,2333,LINK,0.52
2293,2334,LINK,0.16
2293,2339,LINK,0.45
2293,2344,LINK,0.45
2293,2348,LINK,0.24
2293,2352,LINK,0.91
2293,2369,LINK,0.2
2293,2373,LINK,0.02
2293,2378,LINK,0.58
2293,2385,LINK,0.63
2293,2386,LINK,0.47
2293,2397,LINK,0.22
2293,2401,LINK,0.02
2293,2418,LINK,0.73
2293,2420,LINK,0.13
2293,2421,LINK,0.3
2293,2426,LINK,0.06
2293,2437,LINK,0.8
2293,2452,LINK,0.43
2293,2459,LINK,0.33
2293,2462,LINK,0.51
2293,2464,LINK,0.79
2293,2466,LINK,0.59
2293,2469,LINK,0.69
2293,2472,LINK,0.34
2293,2473,LINK,0.18
2293,2474,LINK,0.05
2293,2492,LINK,0.8
2293,2499,LINK,0.76
2293,2509,LINK,0.36
2293,2510,LINK,0.33
2293,2511,LINK,0.13
2293,2512,LINK,0.54
2293,2513,LINK,0.19
2293,2534,LINK,0.67
2293,2544,LINK,0.47
2293,2545,LINK,0.37
2293,2556,LINK,0.91
2293,2561,LINK,0.02
2293,2568,LINK,0.28
2293,2582,LINK,0.45
2293,2583,LINK,0.78
2293,2589,LINK,0.19
2293,2593,LINK,0.67
2293,2598,LINK,0.15
2293,2599,LINK,0.45
2293,2604,LINK,0.13
2293,2610,LINK,0.68
2293,2617,LINK,0.11
2293,2618,LINK,0.22
2293,2630,LINK,0.72
2293,2643,LINK,0.14
2293,2644,LINK,0.92
2293,2650,LINK,0.03
2293,2654,LINK,0.24
2294,2303,LINK,0.81
2294,2320,LINK,0.16
2294,2333,LINK,0.09
2294,2334,LINK,0.12
2294,2337,LINK,0.72
2294,2339,LINK,0.19
2294,2348,LINK,0.34
2294,2352,LINK,0.03
2294,2373,LINK,0.78
2294,2385,LINK,0.04
2294,2399,LINK,0.29
2294,2421,LINK,0.51
2294,2462,LINK,0.35
2294,2469,LINK,0.24
2294,2497,LINK,0.7
2294,2511,LINK,0.22
2294,2534,LINK,0.18
2294,2544,LINK,0.55
2294,2556,LINK,0.77
2294,2568,LINK,0.4
2294,2593,LINK,0.4
2294,2595,LINK,0.07
2294,2598,LINK,0.73
2294,2630,LINK,0.23
2295,2305,LINK,0.4
2295,2326,LINK,0.4
2295,2328,LINK,0.26
2295,2329,LINK,1
2295,2333,LINK,0.44
2295,2334,LINK,0.08
2295,2337,LINK,0.65
2295,2344,LINK,0.31
2295,2345,LINK,0.44
2295,2369,LINK,0.79
2295,2373,LINK,0
2295,2378,LINK,0.96
2295,2385,LINK,0.85
2295,2395,LINK,0.54
2295,2397,LINK,0.07
2295,2400,LINK,0.34
2295,2416,LINK,0.98
2295,2420,LINK,0.1
2295,2421,LINK,0.59
2295,2433,LINK,0.63
2295,2435,LINK,0.92
2295,2439,LINK,0.13
2295,2452,LINK,0.36
2295,2459,LINK,0.64
2295,2462,LINK,0.3
2295,2464,LINK,0.18
2295,2472,LINK,0.23
2295,2476,LINK,0.3
2295,2492,LINK,0.45
2295,2499,LINK,0.18
2295,2502,LINK,0.44
2295,2509,LINK,0.49
2295,2510,LINK,0.26
2295,2511,LINK,0.93
2295,2512,LINK,0.96
2295,2513,LINK,0.4
2295,2526,LINK,0.84
2295,2534,LINK,0.33
2295,2538,LINK,0.25
2295,2545,LINK,0.09
2295,2548,LINK,0.42
2295,2583,LINK,0.18
2295,2589,LINK,0.83
2295,2593,LINK,0.41
2295,2599,LINK,0.23
2295,2604,LINK,0.84
2295,2609,LINK,0.29
2295,2617,LINK,0.3
2295,2618,LINK,0.1
2295,2630,LINK,0.89
2295,2650,LINK,0.97
2295,2653,LINK,0.85
2296,2435,LINK,0.32
2296,2503,LINK,0.66
2296,2517,LINK,0.15
2296,2520,LINK,0.32
2296,2544,LINK,0.89
2296,2558,LINK,0.3
2296,2583,LINK,0.01
2296,2630,LINK,0.93
2296,2643,LINK,0.65
2296,2644,LINK,0.98
2296,2650,LINK,0.67
2297,2323,LINK,0.12
2297,2326,LINK,0.84
2297,2346,LINK,0.56
2297,2367,LINK,0.43
2297,2368,LINK,0.45
2297,2380,LINK,0.74
2297,2407,LINK,0.03
2297,2417,LINK,0.4
2297,2426,LINK,0.41
2297,2474,LINK,0.54
2297,2499,LINK,0.97
2297,2567,LINK,0.59
2297,2582,LINK,0.06
2297,2611,LINK,0.25
2297,2613,LINK,0.19
2297,2643,LINK,0.35
2298,2338,LINK,0.23
2298,2365,LINK,0.61
2298,2366,LINK,0.78
2298,2379,LINK,0.72
2298,2436,LINK,0.11
2298,2448,LINK,0.03
2298,2495,LINK,0.69
2298,2539,LINK,0.2
2298,2586,LINK,0.67
2298,2621,LINK,0.46
2298,2628,LINK,0.21
2298,2634,LINK,0.03
2298,2641,LINK,0.61
2298,2648,LINK,0.75
2298,2660,LINK,0.57
2299,2326,LINK,0.49
2299,2426,LINK,0.26
2299,2481,LINK,0.21
2299,2503,LINK,0.28
2299,2517,LINK,0.68
2299,2544,LINK,0.01
2299,2583,LINK,0.57
2299,2606,LINK,0.62
2299,2638,LINK,0.56
2300,2301,LINK,0.91
2300,2308,LINK,0.28
2300,2309,LINK,0.35
2300,2310,LINK,0.35
2300,2324,LINK,0.87
2300,2325,LINK,0.92
2300,2327,LINK,0.36
2300,2332,LINK,0.1
2300,2340,LINK,0.56
2300,2341,LINK,0.92
2300,2348,LINK,0.72
2300,2349,LINK,0.59
2300,2353,LINK,0.55
2300,2354,LINK,0.29
2300,2355,LINK,0.52
2300,2357,LINK,0.57
2300,2360,LINK,0.93
2300,2364,LINK,0.72
2300,2370,LINK,0.5
2300,2371,LINK,0.28
2300,2375,LINK,0.63
2300,2382,LINK,0.9
2300,2393,LINK,0.36
2300,2396,LINK,0.07
2300,2405,LINK,0.9
2300,2410,LINK,0.89
2300,2411,LINK,0.66
2300,2415,LINK,0.73
2300,2419,LINK,0.61
2300,2424,LINK,0.29
2300,2429,LINK,0.84
2300,2431,LINK,0.2
2300,2434,LINK,0.56
2300,2463,LINK,0.86
2300,2465,LINK,0.1
2300,2468,LINK,0.35
2300,2478,LINK,0.97
2300,2485,LINK,0.41
2300,2493,LINK,0.64
2300,2496,LINK,0.07
2300,2500,LINK,0.94
2300,2501,LINK,0.46
2300,2505,LINK,0.88
2300,2507,LINK,0.98
2300,2508,LINK,0.93
2300,2521,LINK,0.71
2300,2527,LINK,0.27
2300,2543,LINK,0.48
2300,2547,LINK,0.8
2300,2550,LINK,0.71
2300,2552,LINK,0.21
2300,2554,LINK,0.15
2300,2555,LINK,0.24
2300,2560,LINK,0.29
2300,2561,LINK,0.03
2300,2564,LINK,0.95
2300,2565,LINK,0.17
2300,2574,LINK,0.06
2300,2576,LINK,0.68
2300,2579,LINK,0.98
2300,2580,LINK,0.9
2300,2587,LINK,0.13
2300,2591,LINK,0.35
2300,2592,LINK,0.19
2300,2594,LINK,0.53
2300,2601,LINK,0.5
2300,2602,LINK,0.9
2300,2603,LINK,0.49
2300,2605,LINK,0.77
2300,2608,LINK,0.93
2300,2612,LINK,0.9
2300,2616,LINK,0.99
2300,2620,LINK,0.61
2300,2625,LINK,0.03
2300,2626,LINK,0.53
2300,2631,LINK,0.41
2300,2632,LINK,0.28
2300,2639,LINK,0.14
2300,2655,LINK,0.54
2300,2656,LINK,0.85
2301,2304,LINK,0.39
2301,2310,LINK,0.22
2301,2324,LINK,0.32
2301,2327,LINK,0.91
2301,2332,LINK,0.82
2301,2335,LINK,0.12
2301,2340,LINK,0.75
2301,2348,LINK,0.68
2301,2351,LINK,0.84
2301,2354,LINK,0.02
2301,2355,LINK,0.68
2301,2370,LINK,0.77
2301,2371,LINK,0.48
2301,2375,LINK,0.57
2301,2377,LINK,0.42
2301,2384,LINK,0.41
2301,2388,LINK,0.17
2301,2392,LINK,0.95
2301,2393,LINK,0.92
2301,2396,LINK,0.9
2301,2405,LINK,0.24
2301,2411,LINK,0.71
2301,2415,LINK,0.99
2301,2424,LINK,0.41
2301,2429,LINK,0.99
2301,2430,LINK,0.36
2301,2447,LINK,0.14
2301,2450,LINK,0.27
2301,2461,LINK,0.76
2301,2465,LINK,0.77
2301,2469,LINK,0.31
2301,2470,LINK,0.02
2301,2477,LINK,0.39
2301,2479,LINK,0.4
2301,2483,LINK,0.37
2301,2486,LINK,0.56
2301,2500,LINK,0.35
2301,2507,LINK,0.74
2301,2543,LINK,0.67
2301,2544,LINK,0.57
2301,2546,LINK,0.96
2301,2550,LINK,0.91
2301,2551,LINK,0.6
2301,2557,LINK,0.27
2301,2562,LINK,0.88
2301,2565,LINK,0.6
2301,2576,LINK,0.03
2301,2577,LINK,0.66
2301,2591,LINK,0.35
2301,2594,LINK,0.26
2301,2602,LINK,0.59
2301,2603,LINK,0.95
2301,2605,LINK,0.54
2301,2612,LINK,0.35
2301,2620,LINK,0.29
2301,2631,LINK,0.67
2301,2632,LINK,0.57
2301,2639,LINK,0.98
2301,2647,LINK,0.76
2302,2488,LINK,0.8
2302,2536,LINK,0.82
2302,2571,LINK,0.51
2303,2316,LINK,0.11
2303,2320,LINK,0.78
2303,2325,LINK,0.46
2303,2329,LINK,0.71
2303,2331,LINK,0.47
2303,2333,LINK,0.86
2303,2334,LINK,0.12
2303,2337,LINK,0.13
2303,2339,LINK,0.62
2303,2348,LINK,0.81
2303,2352,LINK,0.97
2303,2373,LINK,0.67
2303,2378,LINK,0.53
2303,2385,LINK,0.59
2303,2386,LINK,0.84
2303,2421,LINK,0.23
2303,2430,LINK,0.11
2303,2437,LINK,0.79
2303,2462,LINK,0.98
2303,2463,LINK,0.81
2303,2464,LINK,0.72
2303,2466,LINK,0.35
2303,2469,LINK,0.83
2303,2472,LINK,0.34
2303,2473,LINK,0.57
2303,2476,LINK,0.13
2303,2492,LINK,0.01
2303,2503,LINK,0.3
2303,2511,LINK,0.68
2303,2512,LINK,0.28
2303,2513,LINK,0.61
2303,2531,LINK,0.62
2303,2534,LINK,0.42
2303,2544,LINK,0.62
2303,2545,LINK,0.98
2303,2548,LINK,0.03
2303,2556,LINK,0.44
2303,2568,LINK,0.59
2303,2582,LINK,0.67
2303,2593,LINK,0.51
2303,2598,LINK,0.08
2303,2599,LINK,0.75
2303,2610,LINK,0.84
2303,2630,LINK,0.25
2303,2643,LINK,0.41
2303,2644,LINK,0.07
2303,2654,LINK,0.8
2304,2340,LINK,0.16
2304,2377,LINK,0.12
2304,2388,LINK,0.07
2304,2392,LINK,0.83
2304,2394,LINK,0.58
2304,2450,LINK,0.76
2304,2477,LINK,0.57
2304,2479,LINK,0.33
2304,2527,LINK,0.91
2305,2311,LINK,0.09
2305,2328,LINK,0.57
2305,2329,LINK,0.48
2305,2334,LINK,0.92
2305,2345,LINK,0.27
2305,2356,LINK,0.55
2305,2369,LINK,0.58
2305,2378,LINK,0.55
2305,2385,LINK,0.35
2305,2390,LINK,0.26
2305,2395,LINK,0.86
2305,2397,LINK,0.06
2305,2400,LINK,0.25
2305,2433,LINK,0.1
2305,2435,LINK,0.99
2305,2439,LINK,0.36
2305,2462,LINK,0.42
2305,2472,LINK,0.54
2305,2476,LINK,0.6
2305,2502,LINK,0.07
2305,2510,LINK,0.07
2305,2511,LINK,0.98
2305,2512,LINK,0.7
2305,2513,LINK,0.89
2305,2517,LINK,0.77
2305,2519,LINK,0.85
2305,2538,LINK,0.55
2305,2556,LINK,0.69
2305,2595,LINK,0.39
2305,2599,LINK,0.56
2305,2604,LINK,0.68
2305,2609,LINK,0.04
2305,2618,LINK,0.93
2305,2643,LINK,0.9
2306,2337,LINK,0.3
2306,2373,LINK,0.25
2306,2386,LINK,0.12
2306,2573,LINK,0.73
2307,2309,LINK,0.42
2307,2310,LINK,0.09
2307,2325,LINK,0.49
2307,2327,LINK,0.39
2307,2330,LINK,0.83
2307,2335,LINK,1
2307,2340,LINK,0.74
2307,2341,LINK,0.11
2307,2349,LINK,0
2307,2353,LINK,0.52
2307,2355,LINK,0.35
2307,2357,LINK,0.85
2307,2370,LINK,0.07
2307,2382,LINK,0.72
2307,2396,LINK,0.46
2307,2410,LINK,0.26
2307,2411,LINK,0.01
2307,2415,LINK,0.84
2307,2429,LINK,0.1
2307,2431,LINK,0.4
2307,2447,LINK,0.02
2307,2461,LINK,0.13
2307,2483,LINK,0.32
2307,2490,LINK,0.59
2307,2501,LINK,0.49
2307,2505,LINK,0.81
2307,2508,LINK,0.59
2307,2521,LINK,0.13
2307,2522,LINK,0.78
2307,2527,LINK,0.34
2307,2533,LINK,0.41
2307,2540,LINK,0.16
2307,2543,LINK,0.16
2307,2544,LINK,0.72
2307,2547,LINK,0.14
2307,2550,LINK,0.66
2307,2551,LINK,0.79
2307,2557,LINK,0.43
2307,2560,LINK,0.54
2307,2561,LINK,0.77
2307,2562,LINK,0.24
2307,2565,LINK,0.67
2307,2574,LINK,0.64
2307,2579,LINK,0.06
2307,2580,LINK,0.83
2307,2587,LINK,0.97
2307,2594,LINK,0.15
2307,2602,LINK,0.73
2307,2603,LINK,0.92
2307,2605,LINK,0.94
2307,2624,LINK,0.74
2307,2625,LINK,0.09
2307,2631,LINK,0.82
2307,2639,LINK,0.84
2307,2647,LINK,0.39
2307,2656,LINK,0.46
2308,2309,LINK,0.21
2308,2310,LINK,0.91
2308,2325,LINK,0.87
2308,2327,LINK,0.54
2308,2330,LINK,0.33
2308,2332,LINK,0.93
2308,2340,LINK,0.55
2308,2341,LINK,0.69
2308,2349,LINK,0.57
2308,2353,LINK,0.22
2308,2354,LINK,0.66
2308,2357,LINK,0.98
2308,2364,LINK,0.47
2308,2370,LINK,0.46
2308,2371,LINK,0.24
2308,2375,LINK,0.89
2308,2377,LINK,0.81
2308,2382,LINK,0.98
2308,2387,LINK,0.1
2308,2396,LINK,0.47
2308,2409,LINK,0.48
2308,2410,LINK,0.9
2308,2411,LINK,0.09
2308,2415,LINK,0.38
2308,2419,LINK,0.95
2308,2424,LINK,0.3
2308,2429,LINK,0.46
2308,2431,LINK,0.75
2308,2434,LINK,0.1
2308,2447,LINK,0.95
2308,2461,LINK,0.83
2308,2465,LINK,0.92
2308,2468,LINK,0.15
2308,2470,LINK,0.49
2308,2483,LINK,0.9
2308,2493,LINK,0.12
2308,2501,LINK,0.86
2308,2505,LINK,0.85
2308,2508,LINK,0.03
2308,2521,LINK,0.1
2308,2522,LINK,0.83
2308,2527,LINK,0.56
2308,2543,LINK,0.15
2308,2550,LINK,0.02
2308,2554,LINK,0.44
2308,2557,LINK,0.12
2308,2560,LINK,0.87
2308,2561,LINK,0.56
2308,2562,LINK,0.58
2308,2564,LINK,0.07
2308,2565,LINK,0.78
2308,2574,LINK,0.94
2308,2575,LINK,0.09
2308,2576,LINK,0.46
2308,2579,LINK,0.61
2308,2580,LINK,0.96
2308,2587,LINK,0.66
2308,2591,LINK,0.28
2308,2592,LINK,0.93
2308,2601,LINK,0.31
2308,2602,LINK,0.61
2308,2603,LINK,0.32
2308,2605,LINK,0.86
2308,2607,LINK,0.31
2308,2608,LINK,0.88
2308,2616,LINK,0.18
2308,2620,LINK,0.54
2308,2625,LINK,0.3
2308,2626,LINK,0.31
2308,2631,LINK,0.56
2308,2639,LINK,0.58
2308,2656,LINK,0.85
2309,2310,LINK,0.38
2309,2324,LINK,0.01
2309,2325,LINK,0.38
2309,2327,LINK,0.94
2309,2332,LINK,0.19
2309,2340,LINK,0.03
2309,2341,LINK,0.54
2309,2348,LINK,0.85
2309,2349,LINK,0.68
2309,2353,LINK,0.18
2309,2355,LINK,0.48
2309,2357,LINK,0.7
2309,2364,LINK,0.98
2309,2370,LINK,0.08
2309,2371,LINK,0.68
2309,2375,LINK,0.9
2309,2382,LINK,0.67
2309,2387,LINK,0.65
2309,2393,LINK,0.77
2309,2396,LINK,0.66
2309,2405,LINK,0.95
2309,2409,LINK,0.3
2309,2410,LINK,0.49
2309,2411,LINK,0.48
2309,2415,LINK,0.73
2309,2424,LINK,0.41
2309,2429,LINK,0.93
2309,2430,LINK,0.88
2309,2431,LINK,0.6
2309,2447,LINK,1
2309,2461,LINK,0.51
2309,2463,LINK,0.08
2309,2465,LINK,0.11
2309,2468,LINK,0.5
2309,2470,LINK,0.88
2309,2479,LINK,0.42
2309,2483,LINK,0.6
2309,2485,LINK,0.3
2309,2490,LINK,0.42
2309,2493,LINK,0.94
2309,2501,LINK,0.16
2309,2508,LINK,0.57
2309,2521,LINK,0.43
2309,2527,LINK,0.4
2309,2533,LINK,0.68
2309,2540,LINK,0.73
2309,2543,LINK,0.37
2309,2550,LINK,0.33
2309,2551,LINK,0.95
2309,2554,LINK,0.14
2309,2555,LINK,0.82
2309,2557,LINK,0.84
2309,2560,LINK,0.19
2309,2561,LINK,0.77
2309,2565,LINK,0.59
2309,2574,LINK,0.98
2309,2579,LINK,0.69
2309,2587,LINK,0.98
2309,2591,LINK,0.37
2309,2601,LINK,0.19
2309,2602,LINK,0.67
2309,2603,LINK,0.67
2309,2605,LINK,0.38
2309,2608,LINK,0.79
2309,2612,LINK,0.71
2309,2616,LINK,0.24
2309,2624,LINK,0.43
2309,2625,LINK,0.91
2309,2626,LINK,0.6
2309,2631,LINK,0.63
2309,2639,LINK,0.91
2309,2647,LINK,0.33
2309,2655,LINK,0.93
2309,2656,LINK,0.25
2310,2324,LINK,0.27
2310,2325,LINK,0.45
2310,2327,LINK,0.14
2310,2330,LINK,0.06
2310,2332,LINK,0.66
2310,2335,LINK,0.51
2310,2340,LINK,0.33
2310,2341,LINK,0.17
2310,2348,LINK,0.69
2310,2349,LINK,0.36
2310,2353,LINK,0.61
2310,2354,LINK,0.4
2310,2355,LINK,0.2
2310,2357,LINK,0.43
2310,2360,LINK,0.45
2310,2364,LINK,0.83
2310,2370,LINK,0.42
2310,2371,LINK,0.6
2310,2375,LINK,0.88
2310,2377,LINK,0
2310,2382,LINK,0.81
2310,2387,LINK,0.37
2310,2392,LINK,0.3
2310,2393,LINK,0.6
2310,2396,LINK,0.66
2310,2405,LINK,0.18
2310,2409,LINK,0.1
2310,2410,LINK,0.8
2310,2411,LINK,0.09
2310,2415,LINK,0.45
2310,2419,LINK,0.04
2310,2424,LINK,0.9
2310,2429,LINK,0.28
2310,2431,LINK,0.59
2310,2434,LINK,0.28
2310,2447,LINK,0.89
2310,2461,LINK,0.39
2310,2463,LINK,0.38
2310,2465,LINK,0.24
2310,2468,LINK,0.83
2310,2469,LINK,0.5
2310,2470,LINK,0.88
2310,2477,LINK,0.78
2310,2478,LINK,0.19
2310,2479,LINK,0.09
2310,2483,LINK,0.23
2310,2485,LINK,0.74
2310,2486,LINK,0.15
2310,2493,LINK,0.19
2310,2496,LINK,0.18
2310,2500,LINK,0.62
2310,2501,LINK,0.89
2310,2507,LINK,0.69
2310,2508,LINK,0.27
2310,2521,LINK,0.4
2310,2522,LINK,0.21
2310,2525,LINK,0.97
2310,2527,LINK,0.99
2310,2533,LINK,0.15
2310,2540,LINK,0.23
2310,2543,LINK,0.37
2310,2544,LINK,0.4
2310,2550,LINK,0.06
2310,2551,LINK,0.99
2310,2552,LINK,0.84
2310,2553,LINK,0.7
2310,2554,LINK,0.67
2310,2555,LINK,0.91
2310,2557,LINK,0.55
2310,2560,LINK,0.43
2310,2561,LINK,0.76
2310,2562,LINK,0.15
2310,2564,LINK,0.98
2310,2565,LINK,0.08
2310,2574,LINK,0.86
2310,2575,LINK,0.24
2310,2576,LINK,0.58
2310,2579,LINK,0.45
2310,2580,LINK,0.92
2310,2587,LINK,0.61
2310,2591,LINK,0.01
2310,2594,LINK,0.65
2310,2601,LINK,0.14
2310,2602,LINK,0.57
2310,2603,LINK,0.48
2310,2605,LINK,0.05
2310,2606,LINK,0.97
2310,2608,LINK,0.35
2310,2612,LINK,0.71
2310,2616,LINK,0.19
2310,2620,LINK,0.38
2310,2625,LINK,0.92
2310,2626,LINK,0.48
2310,2631,LINK,0
2310,2632,LINK,0.82
2310,2639,LINK,0.32
2310,2647,LINK,0.15
2310,2655,LINK,0.88
2310,2656,LINK,0.52
2311,2319,LINK,0.67
2311,2326,LINK,0.76
2311,2417,LINK,0.79
2311,2420,LINK,0.87
2311,2462,LINK,0.56
2311,2526,LINK,0.7
2311,2541,LINK,0.77
2311,2558,LINK,0.11
2311,2604,LINK,0.74
2312,2325,LINK,0.6
2312,2327,LINK,1
2312,2335,LINK,0.76
2312,2341,LINK,0.98
2312,2355,LINK,0.2
2312,2396,LINK,0.57
2312,2405,LINK,0.7
2312,2410,LINK,0.69
2312,2411,LINK,0.89
2312,2429,LINK,0.53
2312,2431,LINK,0.89
2312,2447,LINK,0.55
2312,2461,LINK,0.55
2312,2463,LINK,0.93
2312,2486,LINK,0.66
2312,2490,LINK,0.61
2312,2501,LINK,0.64
2312,2508,LINK,0.11
2312,2522,LINK,0.35
2312,2527,LINK,0.6
2312,2540,LINK,0.22
2312,2561,LINK,0.77
2312,2626,LINK,0.96
2312,2647,LINK,0.76
2313,2320,LINK,0.01
2313,2356,LINK,0.62
2313,2385,LINK,0.99
2313,2390,LINK,0.65
2313,2401,LINK,0.6
2313,2414,LINK,0.31
2313,2530,LINK,0.73
2313,2532,LINK,0.31
2313,2611,LINK,1
2313,2617,LINK,0.05
2314,2318,LINK,0.61
2314,2323,LINK,0.93
2314,2326,LINK,0.24
2314,2343,LINK,0.8
2314,2359,LINK,0.88
2314,2362,LINK,0.66
2314,2367,LINK,0.71
2314,2372,LINK,0.31
2314,2376,LINK,0.53
2314,2377,LINK,0.46
2314,2381,LINK,0.17
2314,2389,LINK,0.19
2314,2403,LINK,0.04
2314,2407,LINK,0.17
2314,2412,LINK,0.97
2314,2423,LINK,0.13
2314,2432,LINK,0.09
2314,2434,LINK,0.43
2314,2440,LINK,0.04
2314,2441,LINK,0.14
2314,2442,LINK,0.48
2314,2444,LINK,0.29
2314,2449,LINK,0.7
2314,2451,LINK,0.66
2314,2457,LINK,0.68
2314,2489,LINK,0.17
2314,2529,LINK,0.82
2314,2535,LINK,0.23
2314,2541,LINK,0.91
2314,2549,LINK,0.48
2314,2559,LINK,0.12
2314,2563,LINK,0.69
2314,2582,LINK,0.62
2314,2615,LINK,0.05
2314,2619,LINK,0.05
2314,2622,LINK,0.2
2314,2629,LINK,0.27
2314,2633,LINK,0.21
2314,2645,LINK,0.98
2314,2657,LINK,0.51
2315,2336,LINK,0.7
2315,2398,LINK,0.99
2315,2404,LINK,0.15
2315,2475,LINK,0.5
2315,2498,LINK,0.89
2315,2504,LINK,0.22
2315,2535,LINK,0.24
2315,2541,LINK,0.81
2316,2320,LINK,0.34
2316,2331,LINK,0.47
2316,2333,LINK,0.12
2316,2334,LINK,0.65
2316,2339,LINK,0.66
2316,2348,LINK,0.6
2316,2352,LINK,0.84
2316,2373,LINK,0.12
2316,2385,LINK,0.76
2316,2418,LINK,0.26
2316,2421,LINK,0.67
2316,2452,LINK,0.1
2316,2466,LINK,0.06
2316,2473,LINK,0.45
2316,2492,LINK,0.6
2316,2534,LINK,0.84
2316,2544,LINK,0.41
2316,2556,LINK,0.17
2316,2568,LINK,0.61
2316,2572,LINK,0.55
2316,2590,LINK,0.22
2316,2593,LINK,0.27
2316,2598,LINK,0.34
2316,2599,LINK,0.72
2316,2610,LINK,0.75
2316,2630,LINK,0.64
2316,2643,LINK,0.12
2316,2644,LINK,0.01
2317,2361,LINK,0.35
2317,2403,LINK,0.07
2317,2578,LINK,0.73
2317,2598,LINK,0.28
2318,2343,LINK,0.98
2318,2361,LINK,0.88
2318,2362,LINK,0.15
2318,2372,LINK,0.01
2318,2403,LINK,0.21
2318,2412,LINK,0.2
2318,2413,LINK,0.6
2318,2441,LINK,0.78
2318,2449,LINK,0.48
2318,2457,LINK,0.95
2318,2475,LINK,0.96
2318,2489,LINK,0.68
2318,2541,LINK,0.47
2318,2578,LINK,0.18
2318,2581,LINK,0.45
2318,2588,LINK,0.43
2318,2619,LINK,0.86
2318,2629,LINK,0.94
2318,2645,LINK,0.82
2319,2326,LINK,0.77
2319,2363,LINK,0.06
2319,2407,LINK,0.02
2319,2416,LINK,0.65
2319,2417,LINK,0.23
2319,2420,LINK,0.97
2319,2426,LINK,0.14
2319,2481,LINK,0.21
2319,2526,LINK,0.71
2319,2558,LINK,1
2319,2638,LINK,0.86
2319,2643,LINK,0.5
2319,2652,LINK,0.38
2320,2329,LINK,0.4
2320,2331,LINK,0.99
2320,2334,LINK,0.99
2320,2337,LINK,0.22
2320,2339,LINK,0.15
2320,2344,LINK,0.02
2320,2345,LINK,0.03
2320,2348,LINK,0.32
2320,2352,LINK,0.09
2320,2356,LINK,0.9
2320,2373,LINK,0.51
2320,2385,LINK,0.31
2320,2395,LINK,1
2320,2399,LINK,0.59
2320,2401,LINK,0.36
2320,2420,LINK,0.81
2320,2421,LINK,0.17
2320,2437,LINK,0.6
2320,2446,LINK,0.56
2320,2452,LINK,0.37
2320,2459,LINK,0.4
2320,2462,LINK,0.23
2320,2464,LINK,0.9
2320,2472,LINK,0.51
2320,2476,LINK,0.26
2320,2492,LINK,0.35
2320,2497,LINK,0.63
2320,2499,LINK,0.92
2320,2509,LINK,0.77
2320,2511,LINK,0.95
2320,2512,LINK,0.75
2320,2513,LINK,0.13
2320,2517,LINK,0.73
2320,2530,LINK,0.22
2320,2534,LINK,0.9
2320,2544,LINK,0.21
2320,2568,LINK,0.31
2320,2590,LINK,0.85
2320,2593,LINK,0.05
2320,2595,LINK,0.94
2320,2598,LINK,0.6
2320,2599,LINK,0.41
2320,2617,LINK,0.95
2320,2618,LINK,0.51
2320,2630,LINK,0.18
2320,2644,LINK,0.12
2320,2650,LINK,0.24
