start,end
20,1991
2719,112
1012,48
195,3218
3544,3604
552,3478
1342,2697
3975,2460
3410,2598
2663,2477
439,164
3236,2077
2916,3242
3721,2150
3988,2368
3901,1551
1281,120
3148,912
964,2340
1515,2638
1128,391
3561,3302
3881,3873
3146,2692
1303,2582
2058,788
759,253
3695,3393
3239,954
428,2412
2844,821
3474,3066
1447,1053
1867,3386
620,1147
713,3231
3275,3555
794,3200
1725,3508
282,2559
3569,162
475,2620
1232,642
3532,2947
2902,1336
280,432
651,1347
2200,2929
3863,2588
2568,2828
2880,1671
2032,3593
2356,2243
229,2901
968,2498
3014,1669
1795,3520
1337,1952
973,2924
2767,428
1136,3976
42,208
721,240
2041,89
1804,2115
557,93
2423,953
1513,2068
2535,2737
3996,2791
3715,2911
866,2665
1570,1379
2646,461
3819,1830
2063,1811
3821,1660
338,2491
2923,1325
3090,358
1401,4022
1685,1570
811,2847
1029,1353
1891,2108
701,2243
2050,2156
681,2046
3236,321
2424,3884
1400,3235
3127,2856
2948,1626
1585,58
2338,2170
3991,2848
1893,2659
3504,895
563,2833
1335,2928
2290,3276
2834,3522
3124,2107
1471,3483
378,141
1620,3622
1885,2960
2482,2817
338,2079
1549,1157
1690,1463
3813,1647
1832,2652
326,3622
23,1818
379,1825
2918,1078
404,3710
840,2010
202,1201
1978,70
3995,3184
2827,3289
1975,3370
2859,2658
1414,2988
537,2818
1615,3405
1368,2732
1859,4021
758,3253
1163,297
3007,972
2358,3712
1859,2547
938,3050
2561,2037
1501,936
921,1018
3290,3942
115,2834
1129,2760
1558,992
2660,1043
672,2873
1059,2034
4036,2059
864,617
586,3434
2310,2587
732,3875
2286,1095
3236,1784
255,3138
3128,2631
2006,1607
2259,3013
3262,143
2540,2797
1250,1032
1891,3560
1853,3151
3652,796
3374,1864
2760,2214
2007,450
4026,1081
608,3504
2672,2391
3446,1596
2922,2979
484,1854
3311,53
2989,1687
2886,3046
395,1735
1168,3287
1605,3227
2994,2563
3382,2260
2260,862
896,2929
1696,2559
3896,2679
1574,447
3525,3197
1590,3106
1307,296
1534,3371
1427,3947
3840,868
2952,3999
485,3786
298,2146
2981,1967
886,1480
3608,830
350,1853
3189,3055
979,95
3750,3553
2019,2178
1174,3449
4018,2314
769,1128
2522,294
208,1128
150,2820
1909,165
1933,2447
1319,563
1660,1887
1893,3577
1773,2175
2060,1980
205,1190
357,2680
1562,3785
1623,1650
1280,3863
456,3241
2606,2889
453,3799
749,1532
208,1870
1030,2650
1805,2750
3635,306
2474,3467
32,382
1295,2152
1690,1812
3913,2781
4014,2271
2291,1592
3564,815
2506,233
2952,3587
3770,3461
1895,2633
1336,896
1838,3137
3699,1948
33,2831
3258,2493
1720,1205
1045,1060
2744,2027
946,1328
943,2846
1060,1761
2306,2935
3572,616
647,959
25,2482
3136,2100
3725,3835
3216,1845
1831,3158
1062,4
2410,3246
3273,2126
1395,3469
1673,768
3410,2375
1500,2461
3772,2424
2741,2956
418,1593
3048,2757
1691,2673
1326,2544
1803,696
3794,3707
3614,1933
547,1672
718,1672
2197,915
157,3262
14,1694
1033,2405
3910,3154
2789,2012
180,2832
914,1841
1002,283
2237,1180
1117,2355
3382,618
498,1209
2713,745
116,3680
3062,3809
3245,430
1793,2742
3213,1040
1770,3916
120,1220
1064,1490
2523,2094
1593,2261
839,1406
3330,281
3547,3355
2500,2510
988,658
4034,3284
863,574
2396,1195
3195,3346
1900,3563
2896,2387
1293,832
2977,2730
3325,2076
1860,2022
907,3335
920,493
3466,172
3469,3837
654,1950
2566,494
1007,2896
2512,1254
2444,1279
2040,3650
4039,3638
3800,280
3812,2284
3006,68
1789,2438
1272,1570
270,2778
3187,3535
34,428
538,1301
925,3847
3073,3351
103,2164
3361,884
3585,3186
1909,1554
3445,109
3829,3703
3020,3012
3217,1000
206,2743
2176,3488
2190,3748
1851,2771
191,2006
1982,980
2219,1474
2578,1835
1363,404
131,1950
2240,1105
877,2027
3651,1546
384,2123
1946,1568
1687,701
2055,1320
3326,1784
916,3129
189,494
3166,2276
2589,2045
1131,1658
3298,2980
1363,2601
3809,527
1625,3857
2543,3376
3683,2209
3168,3881
1730,1884
3887,991
2389,2864
3174,1658
47,1135
1053,2811
2502,3462
3119,1448
3157,3841
1004,3742
1142,436
371,661
412,3811
1764,3031
555,639
2803,2729
3721,3320
2848,1721
3463,1943
1919,2506
166,2464
2116,2260
3465,2045
65,2898
1536,174
876,3645
2311,352
870,3276
437,997
1726,2224
163,3106
1423,1993
2598,801
2208,982
3451,1998
3383,2443
2047,2514
243,221
3451,2545
618,260
1825,1570
1671,1204
1486,3117
778,1693
1850,4031
2104,1877
1209,2194
3277,1333
3119,2852
2013,518
15,1872
898,3971
934,3344
84,3991
3999,914
3914,3430
3323,1372
698,3139
3228,3484
121,2527
2976,3689
949,3955
3966,2087
3723,1728
2036,24
138,293
3646,115
1226,427
14,1259
1258,415
2916,1349
2211,1999
701,3844
1032,262
1097,773
2437,908
131,2759
763,2285
3419,3582
2774,665
1699,4
409,1672
3271,3881
2137,4023
2372,3268
774,1226
2952,224
2360,92
1658,1788
2421,3004
1739,3325
3143,130
3274,988
1390,2784
1338,1020
1264,1485
637,3875
2702,290
1025,3008
2124,791
2275,1084
2143,2161
309,1771
3305,1793
826,1864
2919,1762
2448,3791
686,2103
3957,1739
3919,874
1129,1084
2449,1476
90,2893
1667,2568
1755,50
1488,2747
2582,779
13,2291
3410,4021
1084,995
3022,715
2386,2260
1186,1084
972,2818
1788,115
989,3938
591,366
3766,2917
3544,265
20,1608
700,3922
1258,3541
1723,3266
2158,262
934,3745
2283,3138
321,2043
3815,2982
1577,222
3026,2859
3037,2722
3299,1632
2568,2172
3074,564
1985,1640
3696,2423
1615,1464
509,3918
95,3517
2018,892
106,1919
2724,2744
1002,3401
820,3742
3584,670
1916,3564
3091,1818
2721,2390
1317,3158
2984,811
97,3239
1248,908
1105,110
641,193
3906,150
932,1296
2802,1098
1113,1838
416,2114
3214,2680
3167,174
3360,3307
2049,1928
2437,3359
1863,3290
3293,185
3557,1113
2217,3226
2664,2375
3983,656
3880,3457
3350,2453
471,1321
2986,2755
3718,3382
1909,2111
454,1421
3256,918
2566,3652
1422,3383
1200,1142
1099,2943
575,312
1064,826
474,2617
4027,1111
3729,1116
2737,2009
1432,366
1120,3955
3134,3258
2491,3149
1432,1279
353,2452
102,3294
2553,2819
2611,409
3662,883
3028,2132
3245,2359
2238,3296
2311,3802
471,2079
2754,3626
3810,2115
3487,1916
2895,2648
2322,1669
1641,2886
259,3798
3425,2826
2259,3802
1698,1833
3201,654
3904,87
1350,2013
2624,441
2520,2020
3966,844
568,1373
2217,144
3314,2405
2156,2325
2175,1707
3258,300
3024,1022
2715,1969
1207,2205
2398,2635
3886,2497
175,3870
3691,3735
3289,528
1789,2514
3048,1463
2133,3759
2233,3422
3384,80
1501,1896
57,749
2737,3797
1999,561
3437,3657
1874,3693
2527,634
633,790
1494,2569
1666,1094
3624,2564
598,2711
1751,593
1347,2490
3773,1864
3731,3228
272,2379
636,958
1191,918
325,1294
1072,3801
1871,1932
1671,1599
3270,1166
1483,2806
2943,4
2061,250
2041,2938
1639,2168
2111,2986
235,2777
206,2709
1580,3444
743,1091
2724,3330
2998,3417
1394,274
3245,2799
2844,2577
3653,3361
2183,3580
1266,3480
1056,2561
3584,3340
2490,1986
416,1055
1924,1100
3245,626
3332,1487
3628,1385
1364,3866
1791,867
3268,347
310,427
2214,2262
1311,3364
2234,3065
3195,249
2870,2971
2124,827
2079,3605
3977,1595
141,3159
216,237
955,3855
3162,1381
2294,139
3556,3770
2399,3887
1938,1795
1771,3276
1684,3084
3317,3241
1086,374
682,464
1946,2901
1492,2733
3010,3774
23,2800
1997,269
3957,184
2828,3067
3507,3223
3921,897
1466,3555
2058,125
624,2803
3845,2095
623,1227
1190,1616
2011,3335
775,1476
4025,3055
1871,1142
3618,1362
474,3313
1379,3586
3233,1982
1451,3306
2204,1029
1315,2363
3815,2940
1009,1170
2849,1709
4021,571
1938,2461
2470,1969
2331,2710
2914,3166
2911,3259
1314,3962
468,3172
1041,1787
2531,1723
563,3690
181,448
1584,1593
2394,2344
4013,1585
1383,2291
828,585
1146,2973
3227,2848
3064,2131
1233,1021
272,3854
3244,1025
3915,1475
3689,2911
1287,2158
2624,1320
3784,1703
3409,2871
2613,459
1947,446
2764,1249
18,2272
3109,4000
2427,2310
1535,3745
1681,2670
783,1200
1014,1780
3072,3192
630,2039
3553,3806
401,2192
3631,684
2603,1085
1838,365
1952,930
913,1273
1906,2167
1670,1584
3617,2392
923,1153
2307,3107
930,3894
2430,1862
3968,2955
1702,397
3743,1651
3952,2528
2881,2480
3559,2922
3652,2819
2790,2625
3706,1422
1884,2284
3708,818
61,1272
745,993
1217,1605
1827,995
2951,3486
3543,3909
3990,1041
282,746
3629,503
270,2107
280,3860
2711,3804
3291,708
3656,3347
338,86
1623,3467
706,3435
3050,2050
3756,1998
3574,2686
330,1015
3923,1332
149,403
1253,258
903,3244
1545,3904
2915,2014
1088,2359
3439,393
135,1199
3875,1251
1073,3447
2454,1075
3558,3640
3471,346
1554,3935
2305,2169
1920,84
2399,3000
968,1117
2404,2740
3951,2719
243,3373
871,3718
3018,3041
102,473
739,254
2122,2730
547,1984
43,3964
2995,3302
897,3221
3348,1206
2472,2563
1006,392
2345,1159
2288,1433
3547,598
1880,3919
2593,3497
2212,2412
1715,2871
3938,1547
1129,1861
3487,3353
1950,584
3738,3564
1608,3512
598,442
1302,2736
324,1126
2957,1474
1667,2
1208,995
1147,3483
2992,3205
3552,1708
2183,3978
1115,91
940,3619
1289,196
3444,1152
2012,2024
1219,2048
1459,2001
4037,1154
1477,1833
1633,2426
1933,3008
2618,979
2628,939
3038,3667
3140,2715
1884,1947
3943,2767
402,2307
2126,3090
3312,850
340,1620
1127,1583
1959,3890
3893,3425
3815,3413
624,672
1959,52
3968,3388
3633,707
710,602
2552,3821
3576,3304
3521,3497
2466,2971
3515,1584
3911,2293
1263,1953
1457,395
415,1866
3841,1107
134,1291
2242,2873
3809,23
975,1092
2749,10
2204,45
601,1496
1658,59
1277,3471
3613,1621
808,32
2674,3389
959,3950
1875,2426
713,2080
1343,1342
3059,2464
3067,591
1256,419
3919,434
2255,1290
1046,56
325,1591
3797,2172
3351,3494
2897,3870
3036,2030
3840,1118
1011,2076
1904,2633
1054,2328
1347,1326
3482,1707
1743,2985
318,3373
2744,1380
1603,2346
2566,775
3819,2468
1957,1796
2296,2009
3757,2620
1935,1533
3283,2703
245,1
4004,1533
2827,2622
1924,2477
3831,1854
76,3403
1003,515
2599,2831
775,2589
707,3739
1896,2905
326,1268
1876,1994
3492,931
2274,336
2434,3695
132,3942
213,3892
1427,3206
1168,1411
2903,3092
3790,1170
2324,1346
2730,233
2172,2640
1961,3571
2611,2162
281,754
197,2574
372,1142
146,1925
212,3887
2663,3603
1436,1776
720,2449
3401,1096
3770,1077
523,575
651,534
2382,821
1644,1230
2876,1239
2046,258
1356,661
677,661
3587,1969
3615,2428
1580,494
2265,2104
1410,1299
2464,213
358,1682
2626,2578
1375,1368
2840,1622
3431,2860
3305,3937
3430,3266
119,3053
1791,3184
2160,3577
2479,1301
2682,2363
609,2598
347,262
3602,3921
2447,2705
322,1988
3847,1528
2649,1844
3350,543
3055,3065
1148,2893
1550,3034
491,1944
358,3790
2984,85
717,3097
814,3847
853,3339
839,937
958,195
1696,2208
2801,1131
226,560
2104,2899
3941,111
2834,2719
723,343
1334,2411
4038,1768
4032,2596
2801,2009
2284,2536
800,707
810,138
2612,886
2339,3488
1974,629
790,546
2388,1250
3463,958
2586,3690
747,3048
1414,3629
1488,1017
86,401
1838,3869
1599,2812
2855,1782
2676,926
3446,3832
3520,3664
568,3044
1001,331
3184,1623
1136,3873
216,740
2075,3161
2077,1523
201,1164
830,608
1418,3156
694,151
1220,142
740,2392
3020,3236
3895,965
3134,2144
3876,2637
2727,210
2460,93
144,3215
1299,3961
3795,3175
2507,3872
198,2887
1692,2123
108,2271
556,147
2906,3997
3408,253
1894,1661
1397,3391
3219,1308
1322,1688
3004,920
1010,2109
1076,2220
3346,3974
3858,2951
1742,3
892,1658
1570,1446
3005,2185
2634,1600
1510,2172
3583,628
1324,3836
3635,2738
1540,1954
1668,1652
1406,3098
3872,1190
3153,1609
2283,2856
1698,1724
3626,182
172,4013
1242,1758
2941,3445
1709,3946
4025,3669
3909,1109
2832,1042
2951,3545
3265,2797
3481,685
1443,3186
2169,3408
540,1139
2955,2486
3062,3903
1861,2302
2610,1229
2971,160
1643,2303
1502,2991
907,2363
3876,1175
2546,2306
484,3804
1393,1148
371,1011
41,427
2415,2981
1240,1374
1887,1135
1133,2084
2696,1469
3920,3724
1246,3459
357,1750
1627,1408
1554,1332
2423,2555
2267,1131
1363,1102
1026,1787
1767,3811
1097,3149
1400,759
2043,3177
3362,3719
1721,3511
2615,117
370,3888
2754,3282
1628,3729
573,3066
969,4021
1108,3599
85,2042
1339,1680
140,3514
3339,1187
3581,2686
583,2914
1258,883
3327,1313
22,3239
2480,3058
4002,1785
2427,1430
2891,1847
2898,2828
1047,2734
2106,42
80,157
2651,1932
405,976
2424,188
1138,555
147,1340
317,2249
1680,2040
3271,1232
135,3962
1315,1142
2382,1506
3175,2484
1064,1121
1026,1413
1963,3785
2813,1246
419,2732
227,3026
2050,2598
694,358
2984,514
2045,3765
3391,295
1742,1685
504,1426
12,1787
1491,1563
3144,58
32,3203
15,2697
2667,167
1004,1599
2555,223
3778,2699
3623,2656
3547,1717
955,1887
1441,1697
614,2844
2937,3474
2144,2248
200,1853
3242,633
1271,574
1056,1963
855,1668
3297,1122
2550,3121
3068,448
2116,2372
3019,2988
358,2045
3685,3939
3611,978
3666,547
3998,998
615,1785
2587,3579
1340,1961
583,2783
1559,2567
3398,1602
998,687
2220,189
386,2939
3050,3220
2696,3113
1425,3119
1666,746
124,3826
1932,1765
1656,1582
1160,3132
280,1151
1029,726
2666,2438
3672,790
2453,1192
1730,2570
2130,2357
973,169
3570,1202
3719,1498
3870,1468
183,186
3288,3493
3089,167
1161,656
386,360
2131,1498
1556,2125
675,1153
128,1448
1880,3394
2976,18
133,1280
2170,568
1975,1011
3946,2572
3563,2681
1154,14
1770,1693
3549,2628
612,3599
1493,870
266,2222
303,2543
1804,543
1377,197
3961,2190
257,2390
1351,3193
2376,1445
3344,1751
2124,1885
279,1799
3499,500
1924,3336
911,2188
3495,794
95,3873
3214,632
1228,894
425,3589
3239,3333
1061,3261
3463,2988
1327,386
2956,2669
2424,3422
277,3843
1058,1849
2285,2105
654,2452
1019,2470
2231,1576
3713,2308
231,3966
644,3137
1496,287
3975,3690
2786,2628
2595,2598
1479,3475
2555,797
3358,705
185,3993
3133,1542
2839,943
2909,3135
2833,2779
1155,413
2093,1507
2530,2879
2623,94
2835,1937
1869,2012
988,1910
3155,441
3671,1654
2334,522
2189,1843
246,1230
1292,1744
3880,3126
3021,1935
2987,608
2078,1402
1325,2634
3829,299
2017,3474
3264,1533
2610,601
249,1717
2073,3157
1054,1305
3488,4010
3327,894
2835,1236
2690,2301
3278,3699
2663,1274
2837,1196
651,790
3890,1758
3418,3006
1020,3110
3116,2270
3017,528
814,1778
259,511
2959,1036
3317,3020
48,2772
369,536
3233,1851
2783,1966
3582,3622
247,3155
1391,3217
613,1066
3073,2909
4016,2796
1788,2506
3062,3560
1390,25
1446,2723
1696,3274
3588,2934
3303,1264
187,2182
1477,2966
2804,2480
2254,3564
2292,1274
1268,808
1190,2388
2516,2196
3053,3970
2742,143
810,2808
1899,1429
2167,4020
2162,2382
458,2031
228,2409
1174,1996
318,3516
2891,930
545,3839
381,2525
2555,129
50,1929
23,867
2525,1389
3122,2765
3460,316
3458,738
1159,3176
1580,1303
1666,2401
3807,770
1602,2859
2799,366
3541,2630
639,2344
1315,3069
1768,3721
827,3796
1950,1051
3436,2552
2065,1071
1831,9
1406,3479
2376,1784
3771,3376
206,2274
610,3809
3617,3798
3570,278
2652,3803
2540,1700
2009,1983
874,1537
3359,831
370,2760
1673,1562
3141,2358
930,1275
2844,3936
3388,506
2250,2654
3564,3505
1923,1762
1154,1276
2845,3821
1846,475
2447,1223
1423,842
2699,384
263,3874
2176,2065
2051,3924
2025,2211
443,2425
2666,215
221,718
669,3347
1839,1412
3412,399
1374,3545
1906,2204
621,3759
597,2020
3658,2759
2991,52
3698,291
2589,644
2767,666
228,1632
2537,2241
1999,1848
738,3660
2023,2925
2600,831
3101,3647
1539,494
3187,767
1997,1532
1955,2931
3213,1253
254,707
518,2972
1175,276
2854,2818
2075,3075
3051,2968
1855,2429
686,370
1519,2063
3167,388
1909,3073
3344,4024
2297,1343
317,1806
756,2311
419,2835
3256,2135
2368,423
3808,1604
2115,3791
2670,2494
819,2795
1426,2098
2842,1659
2843,1680
2285,784
1723,302
2022,3611
2054,2718
2800,3807
3474,3720
3206,2059
716,336
1578,937
3461,2331
2097,572
1864,3247
4010,1785
648,1722
3304,1546
2498,3278
99,3214
1232,1220
923,1782
2231,997
2938,3356
91,3272
2838,448
3604,388
3289,2844
3741,1467
2514,713
2994,1164
3481,3064
52,2823
2639,2983
663,2262
340,1995
3660,912
1822,2359
2871,1610
2232,1744
1065,2190
2373,3908
2111,3980
2626,1287
3829,2986
1160,1444
582,1670
2492,909
1837,1370
1266,483
2500,448
2915,2609
2029,900
643,367
630,805
3143,3250
2050,521
2358,924
3783,3357
1961,787
1971,1306
1730,696
2453,3345
3889,798
3931,3664
3017,1852
2208,1488
318,83
1197,2811
2231,1657
3039,3064
2191,559
2832,3580
2403,1061
835,178
2862,3265
2149,1757
2226,3808
1064,3354
1830,870
2767,3726
2971,1005
1135,2754
701,1996
1336,2712
2972,3712
86,1101
861,1967
2692,3516
2379,3546
760,115
1495,2893
1983,1753
3669,3399
3276,2614
2631,1153
913,829
423,3383
3938,2726
1702,1658
2469,955
74,748
3863,3777
3950,3867
3899,2175
1112,367
1191,1505
467,1780
3455,840
4032,2543
2864,583
2402,1134
1025,1706
2381,119
774,2877
608,3294
3623,2180
457,483
501,1491
1777,982
3122,3076
3304,1044
2421,1734
1094,128
1731,2056
1144,1558
991,3577
2624,855
2982,2097
3159,484
2760,1047
838,288
1142,1052
2395,3444
2578,3970
535,337
472,2187
427,1172
2064,2107
1469,2664
823,2402
2710,752
781,42
1051,1725
2218,1577
1244,1374
924,2944
899,151
2692,2584
3631,2162
1491,210
979,2046
2721,1879
1106,3172
3982,1555
2314,1139
3591,376
3445,1651
187,682
1732,1777
3156,2927
1467,2215
947,336
2854,3227
4015,1390
1219,2485
281,1819
932,3231
316,1755
3602,1395
2832,2402
36,2852
3337,406
3628,1550
2643,2582
3532,796
3832,2031
2618,3242
3702,3162
3055,777
2693,2084
173,3598
238,1439
129,504
1340,2251
1902,3109
1044,2410
1103,2528
1850,2899
1953,200
3288,3281
164,3618
4007,282
585,3759
1214,2519
2035,2807
3076,3783
1216,3971
818,1278
1714,546
992,3276
2896,1441
1760,3250
1948,2864
3057,3291
2229,1528
133,2427
4036,2861
2804,1098
1782,960
537,3096
2532,2910
2043,3625
2423,598
2168,1956
2544,3335
1197,3811
3636,736
2498,3281
2459,1337
2446,1191
1115,2719
485,3649
2009,2621
703,274
676,3388
534,3510
1008,2319
519,1024
1144,1679
1364,1714
3993,257
3698,2022
3286,2943
938,580
1511,838
2067,953
1716,3284
1841,1788
2540,764
1622,3938
3596,3742
2447,3970
2677,358
2126,3194
1247,2198
3059,2746
1193,1962
2700,1083
2477,1682
1421,1378
1805,1057
2760,1420
2793,2601
1985,3793
1822,2536
1968,1663
808,353
3874,728
407,2473
3512,1031
1127,2280
1974,2853
398,2816
3328,3241
1891,488
2490,2500
637,1159
2594,1208
553,947
433,1615
19,3977
2091,1486
1899,2602
994,2736
2510,3270
2859,132
78,214
1622,2883
359,344
2614,404
2180,787
297,2029
1744,3618
1558,785
2513,821
1610,2508
2303,559
2394,2302
3503,1934
3274,3904
1858,3542
373,260
2865,537
230,2947
751,2938
3434,3938
2368,3102
498,1828
2225,3903
2234,3758
1977,2134
2286,2206
3300,182
3633,1450
3697,1582
318,664
3295,3139
3296,1130
1015,3555
183,1437
1826,1383
1857,720
786,1348
2583,2881
2203,3351
1403,1826
1665,286
263,1689
315,1535
1613,2721
2073,2957
2287,1842
351,882
2615,3654
2527,3213
777,1379
2794,2032
728,563
1580,234
1036,1686
931,1898
266,2570
3449,60
1248,548
3409,859
1064,205
886,775
1615,2743
2054,4034
3606,2328
3411,758
931,1306
2497,3481
1588,2381
1682,1094
659,3453
1727,3592
1043,177
85,1082
20,737
1450,1333
1232,1065
2067,688
84,1955
490,1912
2770,149
915,3725
1981,3233
529,1209
733,3859
1055,1350
3281,1004
810,1268
1877,3823
377,2370
1708,3277
2739,1411
2818,751
81,2828
1854,2381
693,3888
2179,2028
1223,3871
517,2349
1049,1538
2998,1798
1758,1246
651,2205
2451,2534
78,3236
2669,798
1919,2127
2689,1655
151,779
33,2302
689,1321
701,1756
3714,940
2451,779
1455,1139
1554,3870
3089,2991
611,2138
747,1868
2233,3385
1893,704
2215,1550
83,3800
3815,3233
1862,643
3905,1820
137,51
3139,3849
1220,1532
1909,96
498,305
80,964
3708,2344
2892,3403
1477,440
18,542
2877,1195
1381,3400
3651,868
141,1404
374,641
122,3806
2787,1844
941,2028
2509,3148
333,3142
2889,2928
1870,3462
458,2246
1373,1987
1862,1265
2014,2126
88,1288
345,3063
2965,3023
3838,1716
321,3085
2744,3608
3403,3306
2526,2337
535,2142
3483,614
978,999
225,1506
1946,1807
1815,3167
284,2311
2177,181
2124,3288
1544,907
3486,1507
2775,3189
602,2676
2734,385
1691,1036
3521,2780
2777,1216
3181,2372
1795,3308
1966,214
3116,2896
2433,3830
1811,1598
2792,3919
3399,306
1071,1934
1004,4008
1654,778
1271,165
2192,413
940,2830
2564,1473
2133,116
2474,2736
3148,563
1435,2876
1201,3581
326,2740
3135,1146
2793,875
465,2406
3943,2063
3700,2805
2588,2143
3317,3184
3473,3872
1231,3606
3896,18
2007,965
1608,2747
3380,1013
117,8
3522,1663
746,3353
1947,2497
3571,1479
3810,3119
908,2144
3932,2330
2622,986
1328,2869
454,2176
1961,1410
911,3361
616,555
1436,2030
3085,3997
2946,2579
670,2414
2372,3778
3081,1664
3319,976
129,2027
2852,2225
3166,3756
1110,2984
3229,3714
2565,3004
1083,804
1243,3515
1354,222
573,584
1429,642
3461,1979
2847,3626
3749,712
3085,2603
607,2900
3464,2177
3032,3446
1869,3288
2439,880
2149,1797
23,3046
2428,2140
1981,1049
722,1553
2519,2419
2741,32
2755,266
1416,2581
2427,1484
1979,1396
78,2905
1936,3142
156,2609
2191,3697
2602,3890
3768,2233
894,3985
1635,155
3826,447
3513,2380
43,375
3482,1965
247,256
1723,973
423,1677
676,851
313,1589
2833,1498
886,3170
3391,1516
2283,2288
3606,1521
3231,1890
3070,1575
3214,1206
684,1606
1356,1223
1751,1203
2775,2594
953,1963
1101,1198
304,3143
1769,2392
3221,2963
4000,2509
355,945
1041,520
1123,3927
2503,1425
3596,2504
2290,1942
3037,1117
2628,972
1324,3497
743,1134
2076,909
2993,1880
1304,1370
1565,3744
1830,2552
3496,1988
3003,3884
2321,2886
2348,2891
523,4010
2199,3965
2139,3308
1117,1325
1332,708
2629,2269
22,1444
2477,446
781,3782
187,622
3505,1221
2822,3172
1143,945
139,3381
2144,217
3818,1465
262,2378
1116,3579
2427,3748
343,1541
2533,2417
1930,1394
264,3766
50,2592
941,1964
2573,1555
1637,2558
1120,1524
2160,95
388,2406
1999,2914
1577,407
3781,1109
4008,555
1741,2638
3615,350
797,3378
3464,2711
3741,2224
1436,2927
3466,1473
2839,3443
533,55
1605,3792
2268,652
3480,1063
863,584
1246,802
167,3348
224,1686
1112,2333
315,1722
3823,2592
508,1238
182,1614
2749,3892
3398,2487
2724,95
2805,3324
1271,1322
146,3241
2139,2015
2438,115
1502,2766
170,1907
3039,1130
659,2611
1834,3016
855,173
2656,3543
2071,483
503,3037
715,1217
3490,1796
105,771
1755,3190
234,3739
2551,3331
375,2429
3604,710
314,3875
320,2037
708,2435
1700,1777
2173,2095
2790,484
3443,3999
2154,198
1861,2888
1061,2163
1392,3882
685,2667
3271,2874
1534,2840
4019,185
1045,1493
3042,3596
2935,411
3524,388
1624,2014
2265,2678
3874,584
60,924
2184,591
3639,3915
3612,943
979,2814
2857,612
105,665
1695,16
1043,2915
3417,396
3680,3201
2524,1093
3702,2879
3593,3743
1769,2027
3173,190
3153,47
3374,3720
2559,1312
3112,472
51,1331
1774,2668
290,2719
540,1329
1974,1717
1146,1844
1163,3128
2840,1836
2734,2285
630,1799
476,1927
3888,1584
1806,550
3353,2920
2065,2811
81,4011
2283,3557
3659,420
1909,504
545,2753
522,356
403,1999
2518,1486
3380,332
2841,1226
215,2895
418,4018
2,3405
2497,1198
287,2794
2483,1230
693,825
3545,3266
562,2372
668,1554
1783,3276
3147,1374
931,1975
1753,77
2840,365
605,3380
2281,1681
3562,515
3586,3398
318,2609
2891,2306
762,2898
112,3538
2610,728
3713,997
895,2999
2125,1064
1347,3831
1248,2029
1306,1525
3430,236
3016,4023
1369,3110
865,256
3606,2929
2463,1499
2501,368
1955,1463
1666,2142
1817,1061
1543,1998
629,1488
419,3538
1186,2485
1728,3807
3880,2977
2744,1637
1022,2882
1067,2486
1837,1674
2779,250
224,2286
1787,3928
3557,1089
1598,547
2011,1576
1457,938
547,3733
1204,1994
3175,1131
889,2165
2978,1108
2064,3119
2886,1059
3891,3535
789,2911
601,271
2786,2505
1565,2325
853,2100
2194,3989
727,1278
3780,3480
170,1911
339,1908
1268,640
3955,3810
824,2022
2682,724
347,2685
2276,1393
3000,3302
3920,2333
2884,2303
1576,380
1252,3801
2473,153
3633,2579
1369,2786
4025,215
670,3637
3742,2270
901,1533
2436,2696
2122,1453
2531,3835
2276,374
2186,480
2014,464
1324,2859
2187,3658
1864,718
2294,3994
3344,3802
1437,2290
3577,2788
